,prev_line,current_line,tone
1356,いいニュースだ 今朝離婚が成立した,クマのワナから逃れた気分だ,joy
1357,クマのワナから逃れた気分だ,君らは結婚おめでと 私はワナになりません,neutral
1358,君らは結婚おめでと 私はワナになりません,どうかな,neutral
1359,どうかな,氏,joy
1360,氏,E離婚と結婚を一緒に祝おう明日の夜食事はどうだ?,neutral
1361,E離婚と結婚を一緒に祝おう明日の夜食事はどうだ?,決まりだ 6時には裁判が終わる,joy
1362,決まりだ 6時には裁判が終わる,セクハラで訴えられたが「かっ飛ばしてやる!,joy
1363,セクハラで訴えられたが「かっ飛ばしてやる!,じゃ明日,joy
1364,じゃ明日,キャンセルするわよ,neutral
1365,キャンセルするわよ,結婚式の彼覚えてる?,disgust
1366,結婚式の彼覚えてる?,招待しなかったからよ 婚約パーティーで暴れたから,disgust
1367,招待しなかったからよ 婚約パーティーで暴れたから,氷の彫刻を小便で切断したことね,disgust
1368,アヒルを丸ごとぶち込もう,見るなと言ったろクッキングチャンネル,neutral
1369,見るなと言ったろクッキングチャンネル,チャンドラー,neutral
1370,チャンドラー,ジョーイに貸したナベは?,neutral
1371,ジョーイに貸したナベは?,あれモニカの? あそこにクワちゃんがイモ虫吐いた,sadness
1372,あれモニカの? あそこにクワちゃんがイモ虫吐いた,ウィリアムズソノマ 高級ナベよ,neutral
1373,ウィリアムズソノマ 高級ナベよ,お届けまで6週間,neutral
1374,お届けまで6週間,ジョーイはあのテレビで一日留守だ ここを使える,neutral
1375,ジョーイはあのテレビで一日留守だ ここを使える,それが?,neutral
1376,それが?,最高のエッチを予約したらどう?,neutral
1377,最高のエッチを予約したらどう?,エッチの達人さんパスするわ,neutral
1378,エッチの達人さんパスするわ,それが何?,neutral
1379,名前は?,ジェイク ジョーイだ,neutral
1380,ジェイク ジョーイだ,ニックスは好き? 大ファンだ,neutral
1381,ニックスは好き? 大ファンだ,俺もだよ火曜の試合に行かない?,joy
1382,俺もだよ火曜の試合に行かない?,いいね 予定を確かめる これを 何なの? 旅行よベガスへ,joy
1383,バーイ!,遅くなった寝てた?,neutral
1384,遅くなった寝てた?,いいえ,joy
1385,いいえ,バッテリーを換えたよ 最高級のにしておいた,neutral
1386,バッテリーを換えたよ 最高級のにしておいた,ご親切に,joy
1387,ご親切に,2ドルしたけど化にまけとく,neutral
1388,2ドルしたけど化にまけとく,明日払うわ,neutral
1389,明日払うわ,そうねバーイ,neutral
1390,そうねバーイ,帰っちゃうよ,neutral
1391,パーティーは今夜だったのね,来られてよかった,joy
1392,来られてよかった,競技会も終わるときは終わるわ,neutral
1393,競技会も終わるときは終わるわ,ここで待ってて,neutral
1394,ここで待ってて,ボールはこっちにある,neutral
1395,ボールはこっちにある,ボールはなしじゃ?,neutral
1396,ボールはなしじゃ?,私が来て喜んでたし待っててって ボールだらけよ,neutral
1397,私が来て喜んでたし待っててって ボールだらけよ,友達のトムだ,neutral
1398,友達のトムだ,私のうわさ話を?,surprise
1399,私のうわさ話を?,2人は似合いだよ じゃまた,joy
1400,2人は似合いだよ じゃまた,君の職場のデパートはママの行きつけだ,neutral
1401,君の職場のデパートはママの行きつけだ,分かった芝居はやめて,neutral
1402,分かった芝居はやめて,芝居?,surprise
1403,芝居?,ダニーのための演技でしょ,neutral
1404,ダニーのための演技でしょ,友達と話してくる,sadness
1405,友達と話してくる,いいわついでに伝えて うまい手ねって,disgust
1406,いいわついでに伝えて うまい手ねって,飛んできたボールを思い切りアウトにしてやった,joy
1407,飛んできたボールを思い切りアウトにしてやった,飲みたいわ,neutral
1408,そのことで一 謝りたいバカらしいなんて言って悪かった もう一度弟子にしてくれない?,絶対ギターには触らないから」,neutral
1409,絶対ギターには触らないから」,触っていいの?,surprise
1410,触っていいの?,やった,joy
1411,やった,でも指の形は よせ知りたくない,neutral
1412,面白かった,ありがとう 電話借りたうえに命まで,joy
1413,ありがとう 電話借りたうえに命まで,チャンドラー楽しい停電だったわ,neutral
1414,チャンドラー楽しい停電だったわ,どうも 口座番号7143457の者ですが,neutral
1415,どうも 口座番号7143457の者ですが,今の録画してたらコピーください,neutral
1416,かけ直すわ オフィスにバカがいるの,電話を切ったこと ワインでもどう? 火もともそう,neutral
1417,電話を切ったこと ワインでもどう? 火もともそう,人の話を聞いて時間がないの,neutral
1418,人の話を聞いて時間がないの,10分だけでも,neutral
1419,10分だけでも,ないわ,anger
1420,ないわ,10分もないの?,neutral
1421,10分もないの?,久々に会って怒るわけ?,sadness
1422,久々に会って怒るわけ?,ケンカはよしましょ締め切り前なの 先に帰ってて,neutral
1423,ケンカはよしましょ締め切り前なの 先に帰ってて,さよなら,neutral
1424,さよなら,うちの3穴パンチよ,neutral
1425,産めるよ それいつ?,こうしよう,neutral
1426,こうしよう,お互い40歳すぎて独身なら一 俺と子供を作ろう,neutral
1427,お互い40歳すぎて独身なら一 俺と子供を作ろう,40まで結婚できないと?,surprise
1428,40まで結婚できないと?,これは仮定の話だ,neutral
1429,これは仮定の話だ,仮定にしても結婚できないと?,anger
1430,仮定にしても結婚できないと?,違うよ,neutral
1431,違うよ,私に結婚できない欠陥でも?,anger
1432,私に結婚できない欠陥でも?,何よ,surprise
1433,何よ,パラシュートと思ったらナップザックだ!,surprise
1434,パラシュートと思ったらナップザックだ!,キマってるう,surprise
1435,キマってるう,着替えたの?,surprise
1436,着替えたの?,大事な日だからね 先生見かけてない?,neutral
1437,大事な日だからね 先生見かけてない?,見てない,neutral
1438,見てない,どこ行ったの? だって出産よ,surprise
1439,どこ行ったの? だって出産よ,よく医者にホレるけど親が医者か何か?,neutral
1440,よく医者にホレるけど親が医者か何か?,そうよ,neutral
1441,そうよ,別に,neutral
1442,ホリデーアルマジロだよ サンタの友達だ サンタに頼まれて君に会いに来たんだよ,サンタは?アルマジロさん,surprise
1443,今回は特別よ人には言わないで 早くちょうだい!,彼女だ,neutral
1444,彼女だ,規則を貼っても効果なしよ,surprise
1445,規則を貼っても効果なしよ,いい手があるアメを作るな,neutral
1446,いい手があるアメを作るな,人気がうれしい?,neutral
1447,人気がうれしい?,まあね,neutral
1448,まあね,ウケたくてシェフになったわけ?,surprise
1449,ウケたくてシェフになったわけ?,ウケたくてギャグ言うくせに,anger
1450,待って確認だけど 中学時代のダンスを本当に踊ったの?,多少はアップデートしたけどね 昔は私が兄貴を支えた,joy
1451,多少はアップデートしたけどね 昔は私が兄貴を支えた,あのフィニッシュはもうできないでしょ?,joy
1452,あのフィニッシュはもうできないでしょ?,できるわよ,surprise
1453,できるわよ,昔のお前は体格が体力があったから」,joy
1454,昔のお前は体格が体力があったから」,支えてみせる やろう,neutral
1455,支えてみせる やろう,やっぱ無理!,sadness
1456,やっぱ無理!,それやれば映ったのに」,neutral
1457,スカーフに絵ハガキ いいじゃん,気に入った似合う?,neutral
1458,気に入った似合う?,観光客丸出しでダサい,neutral
1459,観光客丸出しでダサい,俺は買うぞ,neutral
1460,俺は買うぞ,これ以上俺に恥をかかせる気か?,anger
1461,これ以上俺に恥をかかせる気か?,恥って?,surprise
1462,恥って?,他人のふりするぞ,neutral
1463,他人のふりするぞ,誰も被ってないじゃん,neutral
1464,誰も被ってないじゃん,観光客ばかりだから,neutral
1465,観光客ばかりだから,それを被るのなら一 この先は別れて観光する,disgust
1466,それを被るのなら一 この先は別れて観光する,お前か帽子かなら帽子を選ぶ,neutral
1467,お前か帽子かなら帽子を選ぶ,なら俺は行く」 もう恥はかきたくない,anger
1468,私は空の花瓶よね,確かに難しい本は読まないし詩も書けない それも裏のある詩はね,anger
1469,確かに難しい本は読まないし詩も書けない それも裏のある詩はね,雑誌のピープル通販のカタログよ,neutral
1470,雑誌のピープル通販のカタログよ,君じゃない,surprise
1471,君じゃない,ごめん友達の入れ知恵で あれは全女性のことだ,sadness
1472,ごめん友達の入れ知恵で あれは全女性のことだ,アメリカの全女性だよ 機嫌直った?,neutral
1473,じゃ前へ ストップ バックストップ!,作戦を考えた,neutral
1474,作戦を考えた,私がこの車のギアをニュートラルにするから押して,neutral
1475,私がこの車のギアをニュートラルにするから押して,いくわよ,neutral
1476,いくわよ,ズラかれ!,neutral
1477,2030年には一 人の脳と同じ機能のコンピューターができる,だから自分の思考や記憶をそこに落とせば,neutral
1478,だから自分の思考や記憶をそこに落とせば,永遠に生きられる,joy
1479,永遠に生きられる,僕らの間に今何が起こったと思う?,joy
1480,僕らの間に今何が起こったと思う?,心が共鳴した,neutral
1481,心が共鳴した,行かなきゃ,fear
1482,ねえデビッド 飛行機がなぜ浮くのか教えてあげて,ベルヌーイの定理とニュートンの法則が理由だ,neutral
1483,ベルヌーイの定理とニュートンの法則が理由だ,ほらね,neutral
